,APP,REQ,SENT,WORD,LEMMA,POS,DEP,TAG,Error,Error Type
946,Food Delivery,20,32,default,default,NOUN,conj,APP-ENT,0,
947,Food Delivery,20,32,address,address,NOUN,nsubj,APP-ENT,0,
948,Food Delivery,20,32,of,of,ADP,prep,O,0,
949,Food Delivery,20,32,the,the,DET,det,O,0,
950,Food Delivery,20,32,customer,customer,NOUN,pobj,APP-ENT,0,
951,Food Delivery,20,32,coming,come,VERB,ccomp,APP-POS,0,
952,Food Delivery,20,32,after,after,ADP,prep,APP-POS,0,
953,Food Delivery,20,33, , ,SPACE,,O,0,
954,Food Delivery,20,33,There,there,PRON,expl,APP-SHO,0,
955,Food Delivery,20,33,should,should,VERB,aux,APP-SHO,0,
956,Food Delivery,20,33,be,be,AUX,ROOT,APP-SHO,0,
957,Food Delivery,20,33,four,four,NUM,nummod,APP-QLF,0,
958,Food Delivery,20,33,chips,chip,NOUN,attr,APP-ENT,0,
959,Food Delivery,20,33,to,to,PART,aux,O,0,
960,Food Delivery,20,33,select,select,VERB,relcl,APP-INP,0,
961,Food Delivery,20,33,among,among,ADP,prep,O,0,
962,Food Delivery,20,33,popular,popular,ADJ,amod,APP-ENT,0,
963,Food Delivery,20,33,",",",",PUNCT,punct,O,0,
964,Food Delivery,20,33,top,top,ADJ,pobj,APP-ENT,0,
965,Food Delivery,20,33,rated,rate,VERB,acl,APP-ENT,0,
966,Food Delivery,20,33,",",",",PUNCT,punct,O,0,
967,Food Delivery,20,33,under,under,ADP,prep,APP-ENT,0,
968,Food Delivery,20,33,30,30,NUM,nummod,APP-ENT,0,
969,Food Delivery,20,33,min,min,NOUN,pobj,APP-ENT,0,
970,Food Delivery,20,33,",",",",PUNCT,punct,O,0,
971,Food Delivery,20,33,and,and,CCONJ,cc,O,0,
972,Food Delivery,20,33,gourmet,gourmet,NOUN,conj,APP-ENT,0,
973,Food Delivery,20,34, , ,SPACE,,O,0,
974,Food Delivery,20,34,There,there,PRON,expl,APP-SHO,0,
975,Food Delivery,20,34,should,should,VERB,aux,APP-SHO,0,
976,Food Delivery,20,34,be,be,AUX,ROOT,APP-SHO,0,
977,Food Delivery,20,34,a,a,DET,det,O,0,
978,Food Delivery,20,34,grid,grid,NOUN,attr,APP-ENT,0,
979,Food Delivery,20,34,with,with,ADP,prep,O,0,
980,Food Delivery,20,34,two,two,NUM,nummod,APP-QLF,0,
981,Food Delivery,20,34,columns,column,NOUN,pobj,APP-ENT,0,
982,Food Delivery,20,34,and,and,CCONJ,cc,O,0,
983,Food Delivery,20,34,4,4,NUM,nummod,APP-QLF,0,
984,Food Delivery,20,34,rows,row,NOUN,conj,APP-ENT,0,
985,Food Delivery,20,34,with,with,ADP,prep,O,0,
986,Food Delivery,20,34,the,the,DET,det,O,0,
987,Food Delivery,20,34,following,follow,VERB,amod,APP-ENT,0,
988,Food Delivery,20,34,images,image,NOUN,pobj,APP-ENT,0,
989,Food Delivery,20,34,(,(,PUNCT,punct,O,0,
990,Food Delivery,20,34,each,each,DET,det,APP-QLF,0,
991,Food Delivery,20,34,image,image,NOUN,nsubj,APP-ENT,0,
992,Food Delivery,20,34,has,have,AUX,parataxis,APP-ACT,0,
993,Food Delivery,20,34,a,a,DET,det,O,0,
994,Food Delivery,20,34,text,text,NOUN,dobj,APP-ENT,0,
995,Food Delivery,20,34,on,on,ADP,prep,APP-POS,0,
996,Food Delivery,20,34,top,top,NOUN,pobj,APP-POS,0,
997,Food Delivery,20,34,),),PUNCT,punct,O,0,
998,Food Delivery,20,34,:,:,PUNCT,punct,O,0,
999,Food Delivery,20,34,',',PUNCT,punct,O,0,
1000,Food Delivery,20,34,Appetizer,Appetizer,PROPN,attr,APP-ENT,0,
1001,Food Delivery,20,34,',',PUNCT,punct,O,0,
1002,Food Delivery,20,34,",",",",PUNCT,punct,O,0,
1003,Food Delivery,20,34,',',PUNCT,punct,O,0,
1004,Food Delivery,20,34,Burger,Burger,PROPN,appos,APP-ENT,0,
1005,Food Delivery,20,34,&,&,CCONJ,cc,APP-ENT,0,
1006,Food Delivery,20,34,Sandwich,Sandwich,PROPN,conj,APP-ENT,0,
1007,Food Delivery,20,34,',',PART,punct,O,0,
1008,Food Delivery,20,34,",",",",PUNCT,punct,O,0,
1009,Food Delivery,20,34,',',PUNCT,punct,O,0,
1010,Food Delivery,20,34,Specialties,specialty,NOUN,appos,APP-ENT,0,
1011,Food Delivery,20,34,',',PUNCT,punct,O,0,
1012,Food Delivery,20,34,",",",",PUNCT,punct,O,0,
1013,Food Delivery,20,34,',',PUNCT,punct,O,0,
1014,Food Delivery,20,34,Healthy,Healthy,PROPN,intj,APP-ENT,0,
1015,Food Delivery,20,34,',',PUNCT,punct,O,0,
1016,Food Delivery,20,34,",",",",PUNCT,punct,O,0,
1017,Food Delivery,20,34,',',PUNCT,punct,O,0,
1018,Food Delivery,20,34,Lunch,lunch,NOUN,appos,APP-ENT,0,
1019,Food Delivery,20,34,',',PUNCT,punct,O,0,
1020,Food Delivery,20,34,and,and,CCONJ,cc,O,0,
1021,Food Delivery,20,34,',',PUNCT,punct,O,0,
1022,Food Delivery,20,34,Dinner,dinner,NOUN,conj,APP-ENT,0,
1023,Food Delivery,20,34,',',PUNCT,punct,O,0,
1024,Food Delivery,21,35,There,there,PRON,expl,APP-SHO,0,
1025,Food Delivery,21,35,should,should,VERB,aux,APP-SHO,0,
1026,Food Delivery,21,35,be,be,AUX,ROOT,APP-SHO,0,
1027,Food Delivery,21,35,a,a,DET,det,O,0,
1028,Food Delivery,21,35,tab,tab,NOUN,compound,APP-ENT,0,
1029,Food Delivery,21,35,control,control,NOUN,attr,APP-ENT,0,
1030,Food Delivery,21,35,at,at,ADP,prep,APP-POS,0,
1031,Food Delivery,21,35,the,the,DET,det,APP-POS,0,
1032,Food Delivery,21,35,bottom,bottom,NOUN,pobj,APP-POS,0,
1033,Food Delivery,21,35,of,of,ADP,prep,O,0,
1034,Food Delivery,21,35,menu,menu,NOUN,compound,APP-QLF,0,
1035,Food Delivery,21,35,pages,page,NOUN,pobj,APP-ENT,1,singular
1036,Food Delivery,21,35,with,with,ADP,prep,O,0,
1037,Food Delivery,21,35,the,the,DET,det,O,0,
1038,Food Delivery,21,35,following,following,ADJ,amod,APP-ENT,0,
1039,Food Delivery,21,35,options,option,NOUN,pobj,APP-ENT,0,
1040,Food Delivery,21,35,:,:,PUNCT,punct,O,0,
1041,Food Delivery,21,35,',',PUNCT,punct,O,0,
1042,Food Delivery,21,35,Home,home,NOUN,appos,APP-ENT,0,
1043,Food Delivery,21,35,',',PUNCT,punct,O,0,
1044,Food Delivery,21,35,",",",",PUNCT,punct,O,0,
1045,Food Delivery,21,35,',',PUNCT,punct,O,0,
1046,Food Delivery,21,35,Delivery,delivery,NOUN,appos,APP-ENT,0,
1047,Food Delivery,21,35,',',PUNCT,punct,O,0,
1048,Food Delivery,21,35,",",",",PUNCT,punct,O,0,
1049,Food Delivery,21,35,',',PUNCT,punct,O,0,
1050,Food Delivery,21,35,Orders,order,NOUN,appos,APP-ENT,0,
1051,Food Delivery,21,35,',',PUNCT,case,O,0,
1052,Food Delivery,21,35,",",",",PUNCT,punct,O,0,
1053,Food Delivery,21,35,',',PUNCT,punct,O,0,
1054,Food Delivery,21,35,Favorites,favorite,NOUN,appos,APP-ENT,0,
1055,Food Delivery,21,35,',',PUNCT,punct,O,0,
1056,Food Delivery,21,35,and,and,CCONJ,cc,O,0,
1057,Food Delivery,21,35,',',PUNCT,punct,O,0,
1058,Food Delivery,21,35,Account,Account,PROPN,conj,O,0,
1059,Food Delivery,21,35,',',PUNCT,punct,O,0,
1060,Food Delivery,21,36, , ,SPACE,,O,0,
1061,Food Delivery,21,36,Each,each,DET,nsubj,APP-ENT,0,
1062,Food Delivery,21,36,will,will,VERB,aux,O,0,
1063,Food Delivery,21,36,take,take,VERB,ROOT,APP-ACT,0,
1064,Food Delivery,21,36,the,the,DET,det,O,0,
1065,Food Delivery,21,36,user,user,NOUN,dobj,APP-ENT,0,
1066,Food Delivery,21,36,to,to,ADP,prep,O,0,
1067,Food Delivery,21,36,the,the,DET,det,O,0,
1068,Food Delivery,21,36,corresponding,corresponding,ADJ,amod,APP-QLF,0,
1069,Food Delivery,21,36,page,page,NOUN,pobj,APP-ENT,0,
1070,Food Delivery,22,38,Tapping,tap,VERB,csubj,APP-INP,0,
1071,Food Delivery,22,38,on,on,ADP,prep,O,0,
1072,Food Delivery,22,38,the,the,DET,det,O,0,
1073,Food Delivery,22,38,images,image,NOUN,pobj,APP-ENT,0,
1074,Food Delivery,22,38,on,on,ADP,prep,O,0,
1075,Food Delivery,22,38,the,the,DET,det,O,0,
1076,Food Delivery,22,38,food,food,NOUN,compound,APP-ENT,0,
1077,Food Delivery,22,38,menu,menu,NOUN,pobj,APP-ENT,0,
1078,Food Delivery,22,38,should,should,VERB,aux,O,0,
1079,Food Delivery,22,38,take,take,VERB,ROOT,APP-ACT,0,
1080,Food Delivery,22,38,the,the,DET,det,O,0,
1081,Food Delivery,22,38,user,user,NOUN,dobj,APP-ENT,0,
1082,Food Delivery,22,38,to,to,ADP,prep,O,0,
1083,Food Delivery,22,38,a,a,DET,det,O,0,
1084,Food Delivery,22,38,page,page,NOUN,pobj,APP-ENT,0,
1085,Food Delivery,22,38,that,that,DET,nsubj,O,0,
1086,Food Delivery,22,38,shows,show,VERB,relcl,APP-SHO,0,
1087,Food Delivery,22,38,the,the,DET,det,O,0,
1088,Food Delivery,22,38,food,food,NOUN,nsubj,APP-ENT,0,
1089,Food Delivery,22,38,belonging,belong,VERB,ccomp,APP-QLF,0,
1090,Food Delivery,22,38,to,to,ADP,prep,O,0,
1091,Food Delivery,22,38,that,that,DET,det,APP-ENT,0,
1092,Food Delivery,22,38,category,category,NOUN,pobj,APP-ENT,0,
1093,Food Delivery,22,39, , ,SPACE,,O,0,
1094,Food Delivery,22,39,On,on,ADP,ROOT,O,0,
1095,Food Delivery,22,39,the,the,DET,det,O,0,
1096,Food Delivery,22,39,page,page,NOUN,pobj,APP-ENT,0,
1097,Food Delivery,22,39,",",",",PUNCT,punct,O,0,
1098,Food Delivery,22,39,on,on,ADP,pcomp,APP-POS,0,
1099,Food Delivery,22,39,the,the,DET,det,APP-POS,0,
1100,Food Delivery,22,39,top,top,ADJ,amod,APP-POS,0,
1101,Food Delivery,22,39,show,show,NOUN,pobj,APP-SHO,0,
1102,Food Delivery,22,39,',',PUNCT,case,O,0,
1103,Food Delivery,22,39,Food,Food,PROPN,compound,APP-ENT,0,
1104,Food Delivery,22,39,Menu,Menu,PROPN,pobj,APP-ENT,0,
1105,Food Delivery,22,39,',',PUNCT,punct,O,0,
1106,Food Delivery,22,39,followed,follow,VERB,acl,APP-ACT,0,
1107,Food Delivery,22,39,by,by,ADP,agent,O,0,
1108,Food Delivery,22,39,a,a,DET,det,O,0,
1109,Food Delivery,22,39,horizontal,horizontal,ADJ,amod,APP-QLF,0,
1110,Food Delivery,22,39,list,list,NOUN,pobj,APP-ENT,0,
1111,Food Delivery,22,39,of,of,ADP,prep,O,0,
1112,Food Delivery,22,39,images,image,NOUN,pobj,APP-ENT,0,
1113,Food Delivery,22,39,for,for,ADP,prep,O,0,
1114,Food Delivery,22,39,food,food,NOUN,compound,APP-ENT,0,
1115,Food Delivery,22,39,categories,category,NOUN,compound,APP-ENT,0,
1116,Food Delivery,22,39,Appetizers,Appetizers,PROPN,pobj,APP-ENT,0,
1117,Food Delivery,22,39,",",",",PUNCT,punct,O,0,
1118,Food Delivery,22,39,Burgers,Burgers,PROPN,conj,APP-ENT,0,
1119,Food Delivery,22,39,",",",",PUNCT,punct,O,0,
1120,Food Delivery,22,39,Specialties,Specialties,PROPN,conj,APP-ENT,0,
1121,Food Delivery,22,39,",",",",PUNCT,punct,O,0,
1122,Food Delivery,22,39,Healthy,Healthy,PROPN,conj,APP-ENT,0,
1123,Food Delivery,22,39,",",",",PUNCT,punct,O,0,
1124,Food Delivery,22,39,Lunch,Lunch,PROPN,conj,APP-ENT,0,
1125,Food Delivery,22,39,",",",",PUNCT,punct,O,0,
1126,Food Delivery,22,39,and,and,CCONJ,cc,O,0,
1127,Food Delivery,22,39,Dinner,dinner,NOUN,conj,APP-ENT,0,
1128,Food Delivery,22,40, , ,SPACE,,O,0,
1129,Food Delivery,22,40,Under,under,ADP,prep,APP-POS,0,
1130,Food Delivery,22,40,that,that,DET,mark,APP-ENT,0,
1131,Food Delivery,22,40,there,there,PRON,expl,APP-SHO,0,
1132,Food Delivery,22,40,should,should,VERB,aux,APP-SHO,0,
1133,Food Delivery,22,40,be,be,AUX,ROOT,APP-SHO,0,
1134,Food Delivery,22,40,a,a,DET,det,O,0,
1135,Food Delivery,22,40,set,set,NOUN,attr,APP-ENT,0,
1136,Food Delivery,22,40,of,of,ADP,prep,O,0,
1137,Food Delivery,22,40,chips,chip,NOUN,pobj,APP-ENT,0,
1138,Food Delivery,22,40,that,that,DET,nsubj,O,0,
1139,Food Delivery,22,40,can,can,VERB,aux,O,0,
1140,Food Delivery,22,40,further,further,ADV,advmod,O,0,
1141,Food Delivery,22,40,filter,filter,VERB,relcl,APP-ACT,0,
1142,Food Delivery,22,40,the,the,DET,det,O,0,
1143,Food Delivery,22,40,items,item,NOUN,dobj,APP-ENT,0,
1144,Food Delivery,22,40,shown,show,VERB,acl,APP-SHO,0,
1145,Food Delivery,22,40,below,below,ADP,prep,APP-POS,0,
1146,Food Delivery,22,41, , ,SPACE,,O,0,
1147,Food Delivery,22,41,These,these,DET,det,APP-ENT,0,
1148,Food Delivery,22,41,chips,chip,NOUN,nsubj,APP-ENT,0,
1149,Food Delivery,22,41,should,should,VERB,aux,O,0,
1150,Food Delivery,22,41,include,include,VERB,ROOT,APP-ACT,0,
1151,Food Delivery,22,41,:,:,PUNCT,punct,O,0,
1152,Food Delivery,22,41,Popular,Popular,PROPN,dobj,APP-ENT,0,
1153,Food Delivery,22,41,",",",",PUNCT,punct,O,0,
1154,Food Delivery,22,41,Top,Top,PROPN,compound,APP-ENT,0,
1155,Food Delivery,22,41,Rated,Rated,PROPN,conj,APP-ENT,0,
1156,Food Delivery,22,41,",",",",PUNCT,punct,O,0,
1157,Food Delivery,22,41,Under,under,ADP,prep,APP-ENT,0,
1158,Food Delivery,22,41,30,30,NUM,nummod,APP-ENT,0,
1159,Food Delivery,22,41,Min,Min,PROPN,pobj,APP-ENT,0,
1160,Food Delivery,22,41,",",",",PUNCT,punct,O,0,
1161,Food Delivery,22,41,and,and,CCONJ,cc,O,0,
1162,Food Delivery,22,41,Gourmet,gourmet,NOUN,conj,APP-ENT,0,
1163,Food Delivery,22,42, , ,SPACE,,O,0,
1164,Food Delivery,22,42,The,the,DET,det,O,0,
1165,Food Delivery,22,42,first,first,ADJ,amod,APP-QLF,0,
1166,Food Delivery,22,42,chip,chip,NOUN,nsubjpass,APP-ENT,0,
1167,Food Delivery,22,42,should,should,VERB,aux,O,0,
1168,Food Delivery,22,42,be,be,AUX,auxpass,APP-ACT,0,
1169,Food Delivery,22,42,selected,select,VERB,ROOT,APP-ACT,0,
1170,Food Delivery,22,42,by,by,ADP,agent,APP-ACT,0,
1171,Food Delivery,22,42,default,default,NOUN,pobj,APP-ACT,0,
1172,Food Delivery,22,43, , ,SPACE,,O,0,
1173,Food Delivery,22,43,Below,below,ADP,prep,APP-POS,0,
1174,Food Delivery,22,43,the,the,DET,det,O,0,
1175,Food Delivery,22,43,chips,chip,NOUN,pobj,APP-ENT,0,
1176,Food Delivery,22,43,should,should,VERB,aux,O,0,
1177,Food Delivery,22,43,show,show,VERB,ROOT,APP-SHO,0,
1178,Food Delivery,22,43,the,the,DET,det,O,0,
1179,Food Delivery,22,43,name,name,NOUN,dobj,APP-ENT,0,
1180,Food Delivery,22,43,of,of,ADP,prep,O,0,
1181,Food Delivery,22,43,the,the,DET,det,O,0,
1182,Food Delivery,22,43,category,category,NOUN,pobj,APP-ENT,0,
1183,Food Delivery,22,43,followed,follow,VERB,acl,APP-ACT,0,
1184,Food Delivery,22,43,by,by,ADP,agent,O,0,
1185,Food Delivery,22,43,the,the,DET,det,O,0,
1186,Food Delivery,22,43,list,list,NOUN,pobj,APP-ENT,0,
1187,Food Delivery,22,43,of,of,ADP,prep,O,0,
1188,Food Delivery,22,43,food,food,NOUN,compound,APP-ENT,0,
1189,Food Delivery,22,43,items,item,NOUN,pobj,APP-ENT,0,
1190,Food Delivery,22,43,filtered,filter,VERB,acl,APP-QLF,0,
1191,Food Delivery,22,43,by,by,ADP,agent,APP-QLF,0,
1192,Food Delivery,22,43,the,the,DET,det,O,0,
1193,Food Delivery,22,43,chip,chip,NOUN,pobj,APP-ENT,0,
1194,Food Delivery,22,44, , ,SPACE,,O,0,
1195,Food Delivery,22,44,Each,each,DET,det,APP-QLF,0,
1196,Food Delivery,22,44,food,food,NOUN,compound,APP-ENT,0,
1197,Food Delivery,22,44,item,item,NOUN,nsubj,APP-ENT,0,
1198,Food Delivery,22,44,should,should,VERB,aux,O,0,
1199,Food Delivery,22,44,include,include,VERB,ROOT,APP-ACT,0,
1200,Food Delivery,22,44,an,an,DET,det,O,0,
1201,Food Delivery,22,44,image,image,NOUN,dobj,APP-ENT,0,
1202,Food Delivery,22,44,on,on,ADP,prep,APP-POS,0,
1203,Food Delivery,22,44,top,top,NOUN,pobj,APP-POS,0,
1204,Food Delivery,22,44,followed,follow,VERB,acl,APP-ACT,0,
1205,Food Delivery,22,44,by,by,ADP,agent,O,0,
1206,Food Delivery,22,44,its,-PRON-,DET,poss,O,0,
1207,Food Delivery,22,44,name,name,NOUN,pobj,APP-ENT,0,
1208,Food Delivery,22,44,in,in,ADP,prep,APP-QLF,0,
1209,Food Delivery,22,44,bold,bold,ADJ,pobj,APP-QLF,0,
1210,Food Delivery,22,44,on,on,ADP,prep,APP-POS,0,
1211,Food Delivery,22,44,the,the,DET,det,APP-POS,0,
1212,Food Delivery,22,44,left,left,NOUN,pobj,APP-POS,0,
1213,Food Delivery,22,44,and,and,CCONJ,cc,O,0,
1214,Food Delivery,22,44,price,price,NOUN,conj,APP-ENT,0,
1215,Food Delivery,22,44,on,on,ADP,prep,APP-POS,0,
1216,Food Delivery,22,44,the,the,DET,det,APP-POS,0,
1217,Food Delivery,22,44,right,right,NOUN,pobj,APP-POS,0,
1218,Food Delivery,22,44,",",",",PUNCT,punct,O,0,
1219,Food Delivery,22,44,followed,follow,VERB,acl,APP-ACT,0,
1220,Food Delivery,22,44,by,by,ADP,agent,O,0,
1221,Food Delivery,22,44,description,description,NOUN,pobj,APP-ENT,0,
1222,Food Delivery,22,44,of,of,ADP,prep,O,0,
1223,Food Delivery,22,44,the,the,DET,det,O,0,
1224,Food Delivery,22,44,food,food,NOUN,pobj,APP-ENT,0,
1225,Food Delivery,22,44,and,and,CCONJ,cc,O,0,
1226,Food Delivery,22,44,a,a,DET,det,O,0,
1227,Food Delivery,22,44,button,button,NOUN,conj,APP-ENT,0,
1228,Food Delivery,22,44,for,for,ADP,prep,O,0,
1229,Food Delivery,22,44,',',PUNCT,punct,O,0,
1230,Food Delivery,22,44,Add,add,VERB,pobj,APP-ACT,0,
1231,Food Delivery,22,44,to,to,ADP,prep,APP-ACT,0,
1232,Food Delivery,22,44,Order,order,NOUN,pobj,APP-ACT,0,
1233,Food Delivery,22,44,',',PUNCT,punct,O,0,
1234,Food Delivery,23,46,When,when,ADV,advmod,APP-IFF,0,
1235,Food Delivery,23,46,user,user,NOUN,nsubj,APP-ENT,0,
1236,Food Delivery,23,46,taps,tap,NOUN,advcl,APP-INP,0,
1237,Food Delivery,23,46,on,on,ADP,prep,O,0,
1238,Food Delivery,23,46,a,a,DET,det,O,0,
1239,Food Delivery,23,46,food,food,NOUN,compound,APP-ENT,0,
1240,Food Delivery,23,46,item,item,NOUN,pobj,APP-ENT,0,
1241,Food Delivery,23,46,",",",",PUNCT,punct,O,0,
1242,Food Delivery,23,46,he,-PRON-,PRON,nsubjpass,O,0,
1243,Food Delivery,23,46,should,should,VERB,aux,O,0,
1244,Food Delivery,23,46,be,be,AUX,auxpass,O,0,
1245,Food Delivery,23,46,navigated,navigate,VERB,ROOT,APP-ACT,0,
1246,Food Delivery,23,46,to,to,ADP,prep,O,0,
1247,Food Delivery,23,46,a,a,DET,det,O,0,
1248,Food Delivery,23,46,page,page,NOUN,pobj,APP-ENT,0,
1249,Food Delivery,23,46,",",",",PUNCT,punct,O,0,
1250,Food Delivery,23,46,where,where,ADV,advmod,O,0,
1251,Food Delivery,23,46,he,-PRON-,PRON,nsubj,O,0,
1252,Food Delivery,23,46,sees,see,VERB,relcl,APP-SHO,0,
1253,Food Delivery,23,46,the,the,DET,det,O,0,
1254,Food Delivery,23,46,name,name,NOUN,dobj,APP-ENT,0,
1255,Food Delivery,23,46,of,of,ADP,prep,O,0,
1256,Food Delivery,23,46,the,the,DET,det,O,0,
1257,Food Delivery,23,46,food,food,NOUN,pobj,APP-ENT,0,
1258,Food Delivery,23,46,on,on,ADP,prep,APP-POS,0,
1259,Food Delivery,23,46,top,top,NOUN,pobj,APP-POS,0,
1260,Food Delivery,23,46,",",",",PUNCT,punct,O,0,
1261,Food Delivery,23,46,followed,follow,VERB,acl,APP-ACT,0,
1262,Food Delivery,23,46,by,by,ADP,agent,O,0,
1263,Food Delivery,23,46,the,the,DET,det,O,0,
1264,Food Delivery,23,46,food,food,NOUN,compound,APP-ENT,0,
1265,Food Delivery,23,46,image,image,NOUN,pobj,APP-ENT,0,
1266,Food Delivery,23,46,",",",",PUNCT,punct,O,0,
1267,Food Delivery,23,46,followed,follow,VERB,acl,APP-ACT,0,
1268,Food Delivery,23,46,by,by,ADP,agent,O,0,
1269,Food Delivery,23,46,the,the,DET,det,O,0,
1270,Food Delivery,23,46,description,description,NOUN,pobj,APP-ENT,0,
1271,Food Delivery,23,46,on,on,ADP,prep,APP-POS,0,
1272,Food Delivery,23,46,the,the,DET,det,APP-POS,0,
1273,Food Delivery,23,46,left,left,NOUN,pobj,APP-POS,0,
1274,Food Delivery,23,46,and,and,CCONJ,cc,O,0,
1275,Food Delivery,23,46,price,price,NOUN,conj,APP-ENT,0,
1276,Food Delivery,23,46,in,in,ADP,prep,APP-POS,1,other
1277,Food Delivery,23,46,the,the,DET,det,APP-POS,0,
1278,Food Delivery,23,46,right,right,NOUN,pobj,APP-POS,0,
1279,Food Delivery,23,46,",",",",PUNCT,punct,O,0,
1280,Food Delivery,23,46,followed,follow,VERB,acl,APP-ACT,0,
1281,Food Delivery,23,46,by,by,ADP,agent,O,0,
1282,Food Delivery,23,46,calories,calorie,NOUN,pobj,APP-ENT,0,
1283,Food Delivery,23,46,",",",",PUNCT,punct,O,0,
1284,Food Delivery,23,46,followed,follow,VERB,acl,APP-ACT,0,
1285,Food Delivery,23,46,by,by,ADP,agent,O,0,
1286,Food Delivery,23,46,a,a,DET,det,O,0,
1287,Food Delivery,23,46,text,text,NOUN,pobj,APP-ENT,0,
1288,Food Delivery,23,46,',',PUNCT,punct,O,0,
1289,Food Delivery,23,46,Custom,Custom,PROPN,compound,APP-FIX,0,
1290,Food Delivery,23,46,Ingredients,Ingredients,PROPN,appos,APP-FIX,0,
1291,Food Delivery,23,46,',',PUNCT,punct,O,0,
1292,Food Delivery,23,47, , ,SPACE,,O,0,
1293,Food Delivery,23,47,Below,below,ADP,advmod,APP-POS,0,
1294,Food Delivery,23,47,that,that,SCONJ,mark,APP-ENT,0,
1295,Food Delivery,23,47,there,there,PRON,expl,APP-SHO,0,
1296,Food Delivery,23,47,should,should,VERB,aux,APP-SHO,0,
1297,Food Delivery,23,47,be,be,AUX,ROOT,APP-SHO,0,
1298,Food Delivery,23,47,a,a,DET,det,O,0,
1299,Food Delivery,23,47,list,list,NOUN,attr,APP-ENT,0,
1300,Food Delivery,23,47,of,of,ADP,prep,O,0,
1301,Food Delivery,23,47,food,food,NOUN,compound,APP-ENT,0,
1302,Food Delivery,23,47,ingredients,ingredient,NOUN,pobj,APP-ENT,0,
1303,Food Delivery,23,47,each,each,DET,appos,APP-QLF,0,
1304,Food Delivery,23,47,with,with,ADP,prep,O,0,
1305,Food Delivery,23,47,an,an,DET,det,O,0,
1306,Food Delivery,23,47,X,x,NOUN,pobj,APP-FIX,0,
1307,Food Delivery,23,47,to,to,ADP,prep,APP-POS,0,
1308,Food Delivery,23,47,the,the,DET,det,APP-POS,0,
1309,Food Delivery,23,47,left,left,NOUN,pobj,APP-POS,0,
1310,Food Delivery,23,47,",",",",PUNCT,punct,O,0,
1311,Food Delivery,23,47,followed,follow,VERB,advcl,APP-ACT,0,
1312,Food Delivery,23,47,by,by,ADP,agent,O,0,
1313,Food Delivery,23,47,name,name,NOUN,pobj,APP-ENT,0,
1314,Food Delivery,23,47,of,of,ADP,prep,O,0,
1315,Food Delivery,23,47,the,the,DET,det,O,0,
1316,Food Delivery,23,47,ingredient,ingredient,NOUN,pobj,APP-ENT,0,
1317,Food Delivery,23,48, , ,SPACE,,O,0,
1318,Food Delivery,23,48,To,to,ADP,prep,APP-POS,0,
1319,Food Delivery,23,48,the,the,DET,det,APP-POS,0,
1320,Food Delivery,23,48,right,right,NOUN,pobj,APP-POS,0,
1321,Food Delivery,23,48,there,there,PRON,expl,APP-SHO,0,
1322,Food Delivery,23,48,should,should,VERB,aux,APP-SHO,0,
1323,Food Delivery,23,48,be,be,AUX,ROOT,APP-SHO,0,
1324,Food Delivery,23,48,a,a,DET,det,O,0,
1325,Food Delivery,23,48,',',PUNCT,punct,O,0,
1326,Food Delivery,23,48,-,-,PUNCT,punct,APP-FIX,0,
1327,Food Delivery,23,48,',',PUNCT,punct,O,0,
1328,Food Delivery,23,48,sign,sign,NOUN,attr,APP-ENT,0,
1329,Food Delivery,23,48,",",",",PUNCT,punct,O,0,
1330,Food Delivery,23,48,current,current,ADJ,amod,APP-QLF,0,
1331,Food Delivery,23,48,portion,portion,NOUN,compound,APP-ENT,0,
1332,Food Delivery,23,48,size,size,NOUN,conj,APP-ENT,0,
1333,Food Delivery,23,48,",",",",PUNCT,punct,O,0,
1334,Food Delivery,23,48,and,and,CCONJ,cc,O,0,
1335,Food Delivery,23,48,a,a,DET,det,O,0,
1336,Food Delivery,23,48,',',PUNCT,punct,O,0,
1337,Food Delivery,23,48,+,+,CCONJ,conj,APP-FIX,0,
1338,Food Delivery,23,48,',',PUNCT,punct,O,0,
1339,Food Delivery,23,48,and,and,CCONJ,cc,O,0,
1340,Food Delivery,23,48,to,to,ADP,conj,APP-POS,0,
1341,Food Delivery,23,48,its,-PRON-,DET,poss,APP-POS,0,
1342,Food Delivery,23,48,left,left,ADJ,pobj,APP-POS,0,
1343,Food Delivery,23,48,an,an,DET,det,O,0,
1344,Food Delivery,23,48,',',PUNCT,punct,O,0,
1345,Food Delivery,23,48,x,x,NOUN,nmod,APP-FIX,0,
1346,Food Delivery,23,48,',',PUNCT,punct,O,0,
1347,Food Delivery,23,48,sign,sign,NOUN,pobj,APP-ENT,0,
1348,Food Delivery,23,49, , ,SPACE,,O,0,
1349,Food Delivery,23,49,',',PUNCT,punct,O,0,
1350,Food Delivery,23,49,x,x,NOUN,dep,APP-ENT,0,
1351,Food Delivery,23,49,',',PUNCT,punct,O,0,
1352,Food Delivery,23,49,will,will,VERB,aux,O,0,
1353,Food Delivery,23,49,remove,remove,VERB,ROOT,APP-ACT,0,
1354,Food Delivery,23,49,the,the,DET,det,O,0,
1355,Food Delivery,23,49,item,item,NOUN,dobj,APP-ENT,0,
1356,Food Delivery,23,49,",",",",PUNCT,punct,O,0,
1357,Food Delivery,23,49,',',PUNCT,punct,O,0,
1358,Food Delivery,23,49,-,-,PUNCT,punct,APP-ENT,0,
