,APP,REQ,SENT,WORD,LEMMA,POS,DEP,TAG7,,,APP,REQ,SENT,WORD,POS,TAG1,TAG2,TAG3,TAG4,TAG5,TAG6,TAG7
840,Food Delivery,19,29,up,up,ADP,prt,APP-QLF,,830,Food Delivery,19,29,up,RP,0,,,,,,O
841,Food Delivery,19,29,',',PUNCT,punct,O,,831,Food Delivery,19,29,',',0,,,,,,APP-QLF
842,Food Delivery,19,29,button,button,NOUN,pobj,APP-ENT,,832,Food Delivery,19,29,button,NN,0,,,,,,APP-ENT
843,Food Delivery,19,29,",",",",PUNCT,punct,O,,833,Food Delivery,19,29,",",",",0,,,,,,O
844,Food Delivery,19,29,she,-PRON-,PRON,nsubjpass,APP-ENT,,834,Food Delivery,19,29,she,PRP,0,,,,,,APP-POS
845,Food Delivery,19,29,should,should,VERB,aux,O,,835,Food Delivery,19,29,should,MD,0,,,,,,APP-POS
846,Food Delivery,19,29,be,be,AUX,auxpass,O,,836,Food Delivery,19,29,be,VB,0,,,,,,APP-POS
847,Food Delivery,19,29,taken,take,VERB,ROOT,APP-ACT,,837,Food Delivery,19,29,taken,VBN,0,,,,,,APP-ENT
848,Food Delivery,19,29,to,to,ADP,prep,O,,838,Food Delivery,19,29,to,TO,0,,,,,,O
849,Food Delivery,19,29,the,the,DET,det,O,,839,Food Delivery,19,29,the,DT,0,,,,,,APP-SHO
850,Food Delivery,19,29,a,a,DET,det,O,,840,Food Delivery,19,29,a,DT,0,,,,,,APP-ENT
851,Food Delivery,19,29,menu,menu,NOUN,compound,APP-QLF,,841,Food Delivery,19,29,menu,NN,0,,,,,,APP-ENT
852,Food Delivery,19,29,page,page,NOUN,pobj,APP-ENT,,842,Food Delivery,19,29,page,NN,0,,,,,,APP-ENT
853,Food Delivery,19,29,where,where,ADV,advmod,O,,843,Food Delivery,19,29,where,WRB,0,,,,,,O
854,Food Delivery,19,29,on,on,ADP,prep,APP-POS,,844,Food Delivery,19,29,on,IN,0,,,,,,APP-ENT
855,Food Delivery,19,29,the,the,DET,det,APP-POS,,845,Food Delivery,19,29,the,DT,0,,,,,,APP-ENT
856,Food Delivery,19,29,top,top,ADJ,amod,APP-POS,,846,Food Delivery,19,29,top,JJ,0,,,,,,APP-POS
857,Food Delivery,19,29,user,user,NOUN,pobj,APP-ENT,,847,Food Delivery,19,29,user,NN,0,,,,,,APP-POS
858,Food Delivery,19,29,can,can,VERB,aux,O,,848,Food Delivery,19,29,can,MD,0,,,,,,APP-POS
859,Food Delivery,19,29,see,see,VERB,relcl,APP-SHO,,849,Food Delivery,19,29,see,VB,0,,,,,,O
860,Food Delivery,19,29,his,-PRON-,DET,poss,APP-ENT,,850,Food Delivery,19,29,his,PRP$,0,,,,,,O
861,Food Delivery,19,29,profile,profile,NOUN,compound,APP-ENT,,851,Food Delivery,19,29,profile,JJ,0,,,,,,APP-ENT
862,Food Delivery,19,29,picture,picture,NOUN,dobj,APP-ENT,,852,Food Delivery,19,29,picture,NN,0,,,,,,O
863,Food Delivery,19,29,",",",",PUNCT,punct,O,,853,Food Delivery,19,29,",",",",0,,,,,,APP-ENT
864,Food Delivery,19,29,his,-PRON-,DET,poss,APP-ENT,,854,Food Delivery,19,29,his,PRP$,0,,,,,,APP-ENT
865,Food Delivery,19,29,name,name,NOUN,conj,APP-ENT,,855,Food Delivery,19,29,name,NN,0,,,,,,APP-ENT
866,Food Delivery,19,29,to,to,ADP,prep,APP-POS,,856,Food Delivery,19,29,to,TO,0,,,,,,APP-POS
867,Food Delivery,19,29,the,the,DET,det,APP-POS,,857,Food Delivery,19,29,the,DT,0,,,,,,O
868,Food Delivery,19,29,right,right,NOUN,pobj,APP-POS,,858,Food Delivery,19,29,right,NN,0,,,,,,APP-ENT
869,Food Delivery,19,29,of,of,ADP,prep,O,,859,Food Delivery,19,29,of,IN,0,,,,,,APP-POS
870,Food Delivery,19,29,the,the,DET,det,O,,860,Food Delivery,19,29,the,DT,0,,,,,,APP-ENT
871,Food Delivery,19,29,photo,photo,NOUN,pobj,APP-ENT,,861,Food Delivery,19,29,photo,NN,0,,,,,,APP-SHO
872,Food Delivery,19,29,and,and,CCONJ,cc,O,,862,Food Delivery,19,29,and,CC,0,,,,,,APP-SHO
873,Food Delivery,19,29,his,-PRON-,DET,poss,APP-ENT,,863,Food Delivery,19,29,his,PRP$,0,,,,,,APP-SHO
874,Food Delivery,19,29,phone,phone,NOUN,compound,APP-ENT,,864,Food Delivery,19,29,phone,NN,0,,,,,,O
875,Food Delivery,19,29,number,number,NOUN,conj,APP-ENT,,865,Food Delivery,19,29,number,NN,0,,,,,,APP-ENT
876,Food Delivery,19,29,below,below,ADP,prep,APP-POS,,866,Food Delivery,19,29,below,IN,0,,,,,,APP-POS
877,Food Delivery,19,29,the,the,DET,det,O,,867,Food Delivery,19,29,the,DT,0,,,,,,APP-POS
878,Food Delivery,19,29,name,name,NOUN,pobj,APP-ENT,,868,Food Delivery,19,29,name,NN,0,,,,,,APP-POS
879,Food Delivery,19,30, , ,SPACE,,O,,,,,, ,,0,,,,,,APP-POS
880,Food Delivery,19,30,Below,below,ADP,prep,APP-POS,,869,Food Delivery,19,30,Below,IN,0,,,,,,O
881,Food Delivery,19,30,these,these,DET,pobj,APP-ENT,,870,Food Delivery,19,30,these,DT,0,,,,,,O
882,Food Delivery,19,30,there,there,PRON,expl,APP-SHO,,871,Food Delivery,19,30,there,EX,0,,,,,,APP-ENT
883,Food Delivery,19,30,should,should,VERB,aux,APP-SHO,,872,Food Delivery,19,30,should,MD,0,,,,,,APP-ACT
884,Food Delivery,19,30,be,be,AUX,ROOT,APP-SHO,,873,Food Delivery,19,30,be,VB,0,,,,,,O
885,Food Delivery,19,30,a,a,DET,det,O,,874,Food Delivery,19,30,a,DT,0,,,,,,O
886,Food Delivery,19,30,menu,menu,NOUN,attr,APP-ENT,,875,Food Delivery,19,30,menu,NN,0,,,,,,APP-ENT
887,Food Delivery,19,30,in,in,ADP,prep,APP-POS,,876,Food Delivery,19,30,on,IN,1,other,,,,,APP-INP
888,Food Delivery,19,30,the,the,DET,det,APP-POS,,877,Food Delivery,19,30,the,DT,0,,,,,,O
889,Food Delivery,19,30,left,left,ADJ,amod,APP-POS,,878,Food Delivery,19,30,left,JJ,0,,,,,,APP-ENT
890,Food Delivery,19,30,side,side,NOUN,pobj,APP-POS,,879,Food Delivery,19,30,side,NN,0,,,,,,O
891,Food Delivery,19,30,of,of,ADP,prep,O,,880,Food Delivery,19,30,of,IN,0,,,,,,APP-ENT
892,Food Delivery,19,30,the,the,DET,det,O,,881,Food Delivery,19,30,the,DT,0,,,,,,APP-ENT
893,Food Delivery,19,30,screen,screen,NOUN,pobj,APP-ENT,,882,Food Delivery,19,30,screen,NN,0,,,,,,O
894,Food Delivery,19,30,allowing,allow,VERB,acl,APP-ACT,,883,Food Delivery,19,30,allowing,VBG,0,,,,,,APP-ENT
895,Food Delivery,19,30,the,the,DET,det,O,,884,Food Delivery,19,30,the,DT,0,,,,,,O
896,Food Delivery,19,30,user,user,NOUN,nsubj,O,,885,Food Delivery,19,30,user,NN,0,,,,,,APP-ENT
897,Food Delivery,19,30,to,to,PART,aux,APP-ENT,,886,Food Delivery,19,30,to,TO,0,,,,,,O
898,Food Delivery,19,30,select,select,VERB,ccomp,APP-INP,,887,Food Delivery,19,30,select,VB,0,,,,,,APP-ENT
899,Food Delivery,19,30,the,the,DET,det,O,,888,Food Delivery,19,30,the,DT,0,,,,,,O
900,Food Delivery,19,30,following,follow,VERB,dobj,APP-ENT,,889,Food Delivery,19,30,following,NN,0,,,,,,APP-ENT
901,Food Delivery,19,30,:,:,PUNCT,punct,O,,890,Food Delivery,19,30,:,:,0,,,,,,APP-ENT
902,Food Delivery,19,30,Restaurant,restaurant,NOUN,compound,APP-ENT,,891,Food Delivery,19,30,Restaurant,NNP,0,,,,,,O
903,Food Delivery,19,30,Info,Info,PROPN,ROOT,APP-ENT,,892,Food Delivery,19,30,Info,NNP,0,,,,,,APP-ENT
904,Food Delivery,19,30,",",",",PUNCT,punct,O,,893,Food Delivery,19,30,",",",",0,,,,,,O
905,Food Delivery,19,30,Favorites,Favorites,PROPN,conj,APP-ENT,,894,Food Delivery,19,30,Favorites,NNP,0,,,,,,O
906,Food Delivery,19,30,",",",",PUNCT,punct,O,,895,Food Delivery,19,30,",",",",0,,,,,,APP-ENT
907,Food Delivery,19,30,Orders,Orders,PROPN,conj,APP-ENT,,896,Food Delivery,19,30,Orders,NNP,0,,,,,,APP-IFF
908,Food Delivery,19,30,",",",",PUNCT,punct,O,,897,Food Delivery,19,30,",",",",0,,,,,,APP-ENT
909,Food Delivery,19,30,Payments,Payments,PROPN,conj,APP-ENT,,898,Food Delivery,19,30,Payments,NNP,0,,,,,,APP-INP
910,Food Delivery,19,30,",",",",PUNCT,punct,O,,899,Food Delivery,19,30,",",",",0,,,,,,APP-ENT
911,Food Delivery,19,30,My,-PRON-,DET,poss,APP-ENT,,900,Food Delivery,19,30,My,NNP,0,,,,,,APP-ENT
912,Food Delivery,19,30,Rewards,Rewards,PROPN,conj,APP-ENT,,901,Food Delivery,19,30,Rewards,NNP,0,,,,,,APP-ENT
913,Food Delivery,19,30,",",",",PUNCT,punct,O,,902,Food Delivery,19,30,",",",",0,,,,,,O
914,Food Delivery,19,30,Settings,Settings,PROPN,conj,APP-ENT,,903,Food Delivery,19,30,Settings,NNP,0,,,,,,APP-ENT
915,Food Delivery,19,30,",",",",PUNCT,punct,O,,904,Food Delivery,19,30,",",",",0,,,,,,O
916,Food Delivery,19,30,and,and,CCONJ,cc,O,,905,Food Delivery,19,30,and,CC,0,,,,,,O
917,Food Delivery,19,30,Support,support,NOUN,conj,APP-ENT,,906,Food Delivery,19,30,Support,NNP,0,,,,,,APP-ACT
918,Food Delivery,20,32,If,if,SCONJ,mark,APP-IFF,,907,Food Delivery,20,32,If,IN,0,,,,,,O
919,Food Delivery,20,32,user,user,NOUN,nsubj,APP-ENT,,908,Food Delivery,20,32,user,JJ,0,,,,,,O
920,Food Delivery,20,32,selects,select,VERB,advcl,APP-INP,,909,Food Delivery,20,32,selects,NNS,0,,,,,,APP-QLF
921,Food Delivery,20,32,restaurant,restaurant,NOUN,poss,APP-ENT,,910,Food Delivery,20,32,restaurant,VBP,0,,,,,,APP-QLF
922,Food Delivery,20,32,'s,'s,PART,case,APP-ENT,,911,Food Delivery,20,32,'s,POS,0,,,,,,APP-ENT
923,Food Delivery,20,32,info,info,NOUN,dobj,APP-ENT,,912,Food Delivery,20,32,info,NN,0,,,,,,O
924,Food Delivery,20,32,",",",",PUNCT,punct,O,,913,Food Delivery,20,32,",",",",0,,,,,,O
925,Food Delivery,20,32,she,-PRON-,PRON,nsubjpass,APP-ENT,,914,Food Delivery,20,32,she,PRP,0,,,,,,APP-ENT
926,Food Delivery,20,32,should,should,VERB,aux,O,,915,Food Delivery,20,32,should,MD,0,,,,,,APP-ENT
927,Food Delivery,20,32,be,be,AUX,auxpass,O,,916,Food Delivery,20,32,be,VB,0,,,,,,APP-POS
928,Food Delivery,20,32,taken,take,VERB,ccomp,APP-ACT,,917,Food Delivery,20,32,taken,VBN,0,,,,,,APP-POS
929,Food Delivery,20,32,to,to,ADP,prep,O,,918,Food Delivery,20,32,to,TO,0,,,,,,APP-POS
930,Food Delivery,20,32,the,the,DET,det,O,,919,Food Delivery,20,32,the,DT,0,,,,,,O
931,Food Delivery,20,32,Food,Food,PROPN,compound,APP-QLF,,920,Food Delivery,20,32,Food,NNP,0,,,,,,APP-ENT
932,Food Delivery,20,32,Menu,Menu,PROPN,compound,APP-QLF,,921,Food Delivery,20,32,Menu,NNP,0,,,,,,APP-POS
933,Food Delivery,20,32,page,page,VERB,pobj,APP-ENT,,922,Food Delivery,20,32,page,NN,0,,,,,,APP-ENT
934,Food Delivery,20,32,with,with,ADP,prep,O,,923,Food Delivery,20,32,with,IN,0,,,,,,O
935,Food Delivery,20,32,the,the,DET,det,O,,924,Food Delivery,20,32,the,DT,0,,,,,,APP-ENT
936,Food Delivery,20,32,Food,Food,PROPN,compound,APP-ENT,,925,Food Delivery,20,32,Food,NNP,0,,,,,,APP-ENT
937,Food Delivery,20,32,Menu,Menu,PROPN,pobj,APP-ENT,,926,Food Delivery,20,32,Menu,NNP,0,,,,,,O
938,Food Delivery,20,32,on,on,ADP,prep,APP-POS,,927,Food Delivery,20,32,on,IN,0,,,,,,O
939,Food Delivery,20,32,the,the,DET,det,APP-POS,,928,Food Delivery,20,32,the,DT,0,,,,,,APP-ENT
940,Food Delivery,20,32,top,top,NOUN,pobj,APP-POS,,929,Food Delivery,20,32,top,JJ,0,,,,,,APP-POS
941,Food Delivery,20,32,",",",",PUNCT,punct,O,,930,Food Delivery,20,32,",",",",0,,,,,,APP-POS
942,Food Delivery,20,32,Delivery,delivery,NOUN,compound,APP-ENT,,931,Food Delivery,20,32,Delivery,NNP,0,,,,,,APP-SHO
943,Food Delivery,20,32,bellow,bellow,NOUN,ROOT,APP-POS,,932,Food Delivery,20,32,bellow,NN,0,,,,,,APP-SHO
944,Food Delivery,20,32,that,that,DET,mark,APP-ENT,,933,Food Delivery,20,32,that,WDT,0,,,,,,APP-SHO
945,Food Delivery,20,32,and,and,CCONJ,cc,O,,934,Food Delivery,20,32,and,CC,0,,,,,,APP-QLF
946,Food Delivery,20,32,default,default,NOUN,conj,APP-ENT,,935,Food Delivery,20,32,default,VB,0,,,,,,APP-ENT
947,Food Delivery,20,32,address,address,NOUN,nsubj,APP-ENT,,936,Food Delivery,20,32,address,NN,0,,,,,,O
948,Food Delivery,20,32,of,of,ADP,prep,O,,937,Food Delivery,20,32,of,IN,0,,,,,,APP-INP
949,Food Delivery,20,32,the,the,DET,det,O,,938,Food Delivery,20,32,the,DT,0,,,,,,O
950,Food Delivery,20,32,customer,customer,NOUN,pobj,APP-ENT,,939,Food Delivery,20,32,customer,NN,0,,,,,,APP-ENT
951,Food Delivery,20,32,coming,come,VERB,ccomp,APP-POS,,940,Food Delivery,20,32,coming,VBG,0,,,,,,O
952,Food Delivery,20,32,after,after,ADP,prep,APP-POS,,941,Food Delivery,20,32,after,IN,0,,,,,,APP-ENT
953,Food Delivery,20,33, , ,SPACE,,O,,,,,, ,,0,,,,,,APP-ENT
954,Food Delivery,20,33,There,there,PRON,expl,APP-SHO,,942,Food Delivery,20,33,There,EX,0,,,,,,O
955,Food Delivery,20,33,should,should,VERB,aux,APP-SHO,,943,Food Delivery,20,33,should,MD,0,,,,,,APP-ENT
956,Food Delivery,20,33,be,be,AUX,ROOT,APP-SHO,,944,Food Delivery,20,33,be,VB,0,,,,,,APP-ENT
957,Food Delivery,20,33,four,four,NUM,nummod,APP-QLF,,945,Food Delivery,20,33,four,CD,0,,,,,,APP-ENT
958,Food Delivery,20,33,chips,chip,NOUN,attr,APP-ENT,,946,Food Delivery,20,33,chips,NN,0,,,,,,O
959,Food Delivery,20,33,to,to,PART,aux,O,,947,Food Delivery,20,33,to,TO,0,,,,,,O
960,Food Delivery,20,33,select,select,VERB,relcl,APP-INP,,948,Food Delivery,20,33,select,VB,0,,,,,,APP-ENT
961,Food Delivery,20,33,among,among,ADP,prep,O,,949,Food Delivery,20,33,among,IN,0,,,,,,APP-SHO
962,Food Delivery,20,33,popular,popular,ADJ,amod,APP-ENT,,950,Food Delivery,20,33,popular,JJ,0,,,,,,APP-SHO
963,Food Delivery,20,33,",",",",PUNCT,punct,O,,951,Food Delivery,20,33,",",",",0,,,,,,APP-SHO
964,Food Delivery,20,33,top,top,ADJ,pobj,APP-ENT,,952,Food Delivery,20,33,top,JJ,0,,,,,,O
965,Food Delivery,20,33,rated,rate,VERB,acl,APP-ENT,,953,Food Delivery,20,33,rated,VBN,0,,,,,,APP-ENT
966,Food Delivery,20,33,",",",",PUNCT,punct,O,,954,Food Delivery,20,33,",",",",0,,,,,,O
967,Food Delivery,20,33,under,under,ADP,prep,APP-ENT,,955,Food Delivery,20,33,under,IN,0,,,,,,APP-QLF
968,Food Delivery,20,33,30,30,NUM,nummod,APP-ENT,,956,Food Delivery,20,33,30,CD,0,,,,,,APP-ENT
969,Food Delivery,20,33,min,min,NOUN,pobj,APP-ENT,,957,Food Delivery,20,33,min,NN,0,,,,,,O
970,Food Delivery,20,33,",",",",PUNCT,punct,O,,958,Food Delivery,20,33,",",",",0,,,,,,APP-QLF
971,Food Delivery,20,33,and,and,CCONJ,cc,O,,959,Food Delivery,20,33,and,CC,0,,,,,,APP-ENT
972,Food Delivery,20,33,gourmet,gourmet,NOUN,conj,APP-ENT,,960,Food Delivery,20,33,gourmet,NN,0,,,,,,O
973,Food Delivery,20,34, , ,SPACE,,O,,,,,, ,,0,,,,,,O
974,Food Delivery,20,34,There,there,PRON,expl,APP-SHO,,961,Food Delivery,20,34,There,EX,0,,,,,,APP-ENT
975,Food Delivery,20,34,should,should,VERB,aux,APP-SHO,,962,Food Delivery,20,34,should,MD,0,,,,,,APP-ENT
976,Food Delivery,20,34,be,be,AUX,ROOT,APP-SHO,,963,Food Delivery,20,34,be,VB,0,,,,,,O
977,Food Delivery,20,34,a,a,DET,det,O,,964,Food Delivery,20,34,a,DT,0,,,,,,APP-QLF
978,Food Delivery,20,34,grid,grid,NOUN,attr,APP-ENT,,965,Food Delivery,20,34,grid,JJ,0,,,,,,APP-ENT
979,Food Delivery,20,34,with,with,ADP,prep,O,,966,Food Delivery,20,34,with,IN,0,,,,,,APP-ACT
980,Food Delivery,20,34,two,two,NUM,nummod,APP-QLF,,967,Food Delivery,20,34,two,CD,0,,,,,,O
981,Food Delivery,20,34,columns,column,NOUN,pobj,APP-ENT,,968,Food Delivery,20,34,columns,NN,0,,,,,,APP-ENT
982,Food Delivery,20,34,and,and,CCONJ,cc,O,,969,Food Delivery,20,34,and,CC,0,,,,,,APP-POS
983,Food Delivery,20,34,4,4,NUM,nummod,APP-QLF,,970,Food Delivery,20,34,4,CD,0,,,,,,APP-POS
984,Food Delivery,20,34,rows,row,NOUN,conj,APP-ENT,,971,Food Delivery,20,34,rows,NN,0,,,,,,O
985,Food Delivery,20,34,with,with,ADP,prep,O,,972,Food Delivery,20,34,with,IN,0,,,,,,O
986,Food Delivery,20,34,the,the,DET,det,O,,973,Food Delivery,20,34,the,DT,0,,,,,,O
987,Food Delivery,20,34,following,follow,VERB,amod,APP-ENT,,974,Food Delivery,20,34,following,JJ,0,,,,,,APP-ENT
988,Food Delivery,20,34,images,image,NOUN,pobj,APP-ENT,,975,Food Delivery,20,34,images,NN,0,,,,,,O
989,Food Delivery,20,34,(,(,PUNCT,punct,O,,976,Food Delivery,20,34,(,(,0,,,,,,O
990,Food Delivery,20,34,each,each,DET,det,APP-QLF,,977,Food Delivery,20,34,each,DT,0,,,,,,APP-ENT
991,Food Delivery,20,34,image,image,NOUN,nsubj,APP-ENT,,978,Food Delivery,20,34,image,NN,0,,,,,,APP-ENT
992,Food Delivery,20,34,has,have,AUX,parataxis,APP-ACT,,979,Food Delivery,20,34,has,VBD,0,,,,,,APP-ENT
993,Food Delivery,20,34,a,a,DET,det,O,,980,Food Delivery,20,34,a,DT,0,,,,,,O
994,Food Delivery,20,34,text,text,NOUN,dobj,APP-ENT,,981,Food Delivery,20,34,text,NN,0,,,,,,O
995,Food Delivery,20,34,on,on,ADP,prep,APP-POS,,982,Food Delivery,20,34,on,IN,0,,,,,,APP-ENT
996,Food Delivery,20,34,top,top,NOUN,pobj,APP-POS,,983,Food Delivery,20,34,top,NN,0,,,,,,O
997,Food Delivery,20,34,),),PUNCT,punct,O,,984,Food Delivery,20,34,),),0,,,,,,O
998,Food Delivery,20,34,:,:,PUNCT,punct,O,,985,Food Delivery,20,34,:,:,0,,,,,,APP-ENT
999,Food Delivery,20,34,',',PUNCT,punct,O,,986,Food Delivery,20,34,',',0,,,,,,O
1000,Food Delivery,20,34,Appetizer,Appetizer,PROPN,attr,APP-ENT,,987,Food Delivery,20,34,Appetizer,NN,0,,,,,,O
1001,Food Delivery,20,34,',',PUNCT,punct,O,,988,Food Delivery,20,34,',',0,,,,,,APP-ENT
1002,Food Delivery,20,34,",",",",PUNCT,punct,O,,989,Food Delivery,20,34,",",",",0,,,,,,O
1003,Food Delivery,20,34,',',PUNCT,punct,O,,,,,,',,0,,,,,,O
1004,Food Delivery,20,34,Burger,Burger,PROPN,appos,APP-ENT,,990,Food Delivery,20,34,Burger,NNP,0,,,,,,APP-ENT
1005,Food Delivery,20,34,&,&,CCONJ,cc,APP-ENT,,991,Food Delivery,20,34,&,CC,0,,,,,,O
1006,Food Delivery,20,34,Sandwich,Sandwich,PROPN,conj,APP-ENT,,992,Food Delivery,20,34,Sandwich,NNP,0,,,,,,APP-SHO
1007,Food Delivery,20,34,',',PART,punct,O,,993,Food Delivery,20,34,',POS,0,,,,,,APP-SHO
1008,Food Delivery,20,34,",",",",PUNCT,punct,O,,994,Food Delivery,20,34,",",",",0,,,,,,APP-SHO
1009,Food Delivery,20,34,',',PUNCT,punct,,,,,,,',,0,,,,,,O
1010,Food Delivery,20,34,Specialties,specialty,NOUN,appos,APP-ENT,,995,Food Delivery,20,34,Specialties,NNS,0,,,,,,APP-ENT
1011,Food Delivery,20,34,',',PUNCT,punct,O,,996,Food Delivery,20,34,',POS,0,,,,,,APP-ENT
1012,Food Delivery,20,34,",",",",PUNCT,punct,O,,997,Food Delivery,20,34,",",",",0,,,,,,APP-POS
1013,Food Delivery,20,34,',',PUNCT,punct,O,,,,,,',,0,,,,,,APP-POS
1014,Food Delivery,20,34,Healthy,Healthy,PROPN,intj,APP-ENT,,998,Food Delivery,20,34,Healthy,',0,,,,,,APP-POS
1015,Food Delivery,20,34,',',PUNCT,punct,O,,999,Food Delivery,20,34,',',0,,,,,,O
1016,Food Delivery,20,34,",",",",PUNCT,punct,O,,1000,Food Delivery,20,34,",",",",0,,,,,,APP-QLF
1017,Food Delivery,20,34,',',PUNCT,punct,O,,,,,,',,0,,,,,,APP-ENT
1018,Food Delivery,20,34,Lunch,lunch,NOUN,appos,APP-ENT,,1001,Food Delivery,20,34,Lunch,POS,0,,,,,,O
1019,Food Delivery,20,34,',',PUNCT,punct,O,,1002,Food Delivery,20,34,',POS,0,,,,,,O
1020,Food Delivery,20,34,and,and,CCONJ,cc,O,,1003,Food Delivery,20,34,and,CC,0,,,,,,APP-ENT
1021,Food Delivery,20,34,',',PUNCT,punct,O,,,,,,',,0,,,,,,APP-ENT
1022,Food Delivery,20,34,Dinner,dinner,NOUN,conj,APP-ENT,,1004,Food Delivery,20,34,Dinner,NNP,0,,,,,,O
1023,Food Delivery,20,34,',',PUNCT,punct,O,,1005,Food Delivery,20,34,',POS,0,,,,,,APP-ENT
1024,Food Delivery,21,35,There,there,PRON,expl,APP-SHO,,1006,Food Delivery,21,35,There,EX,0,,,,,,O
1025,Food Delivery,21,35,should,should,VERB,aux,APP-SHO,,1007,Food Delivery,21,35,should,MD,0,,,,,,O
1026,Food Delivery,21,35,be,be,AUX,ROOT,APP-SHO,,1008,Food Delivery,21,35,be,VB,0,,,,,,APP-ENT
1027,Food Delivery,21,35,a,a,DET,det,O,,1009,Food Delivery,21,35,a,DT,0,,,,,,O
1028,Food Delivery,21,35,tab,tab,NOUN,compound,APP-ENT,,1010,Food Delivery,21,35,tab,NN,0,,,,,,O
1029,Food Delivery,21,35,control,control,NOUN,attr,APP-ENT,,1011,Food Delivery,21,35,control,NN,0,,,,,,APP-ENT
1030,Food Delivery,21,35,at,at,ADP,prep,APP-POS,,1012,Food Delivery,21,35,at,IN,0,,,,,,O
1031,Food Delivery,21,35,the,the,DET,det,APP-POS,,1013,Food Delivery,21,35,the,DT,0,,,,,,O
1032,Food Delivery,21,35,bottom,bottom,NOUN,pobj,APP-POS,,1014,Food Delivery,21,35,bottom,NN,0,,,,,,APP-ENT
1033,Food Delivery,21,35,of,of,ADP,prep,O,,1015,Food Delivery,21,35,of,IN,0,,,,,,O
1034,Food Delivery,21,35,menu,menu,NOUN,compound,APP-QLF,,1016,Food Delivery,21,35,menu,JJ,0,,,,,,O
1035,Food Delivery,21,35,pages,page,NOUN,pobj,APP-ENT,,1017,Food Delivery,21,35,page,NN,1,singular,,,,,O
1036,Food Delivery,21,35,with,with,ADP,prep,O,,1018,Food Delivery,21,35,with,IN,0,,,,,,O
1037,Food Delivery,21,35,the,the,DET,det,O,,1019,Food Delivery,21,35,the,DT,0,,,,,,APP-ENT
1038,Food Delivery,21,35,following,following,ADJ,amod,APP-ENT,,1020,Food Delivery,21,35,following,JJ,0,,,,,,O
1039,Food Delivery,21,35,options,option,NOUN,pobj,APP-ENT,,1021,Food Delivery,21,35,options,NN,0,,,,,,APP-ACT
1040,Food Delivery,21,35,:,:,PUNCT,punct,O,,1022,Food Delivery,21,35,:,:,0,,,,,,O
1041,Food Delivery,21,35,',',PUNCT,punct,O,,,,,,',,0,,,,,,APP-ENT
1042,Food Delivery,21,35,Home,home,NOUN,appos,APP-ENT,,1023,Food Delivery,21,35,Home,NN,0,,,,,,O
1043,Food Delivery,21,35,',',PUNCT,punct,O,,1024,Food Delivery,21,35,',',0,,,,,,O
1044,Food Delivery,21,35,",",",",PUNCT,punct,O,,1025,Food Delivery,21,35,",",",",0,,,,,,APP-QLF
1045,Food Delivery,21,35,',',PUNCT,punct,O,,,,,,',,0,,,,,,APP-ENT
1046,Food Delivery,21,35,Delivery,delivery,NOUN,appos,APP-ENT,,1026,Food Delivery,21,35,Delivery,NNP,0,,,,,,APP-INP
1047,Food Delivery,21,35,',',PUNCT,punct,O,,1027,Food Delivery,21,35,',POS,0,,,,,,O
1048,Food Delivery,21,35,",",",",PUNCT,punct,O,,1028,Food Delivery,21,35,",",",",0,,,,,,O
1049,Food Delivery,21,35,',',PUNCT,punct,O,,,,,,',,0,,,,,,APP-ENT
1050,Food Delivery,21,35,Orders,order,NOUN,appos,APP-ENT,,1029,Food Delivery,21,35,Orders,NNS,0,,,,,,O
1051,Food Delivery,21,35,',',PUNCT,case,O,,1030,Food Delivery,21,35,',POS,0,,,,,,O
1052,Food Delivery,21,35,",",",",PUNCT,punct,O,,1031,Food Delivery,21,35,",",",",0,,,,,,APP-ENT
1053,Food Delivery,21,35,',',PUNCT,punct,O,,,,,,',,0,,,,,,APP-ENT
1054,Food Delivery,21,35,Favorites,favorite,NOUN,appos,APP-ENT,,1032,Food Delivery,21,35,Favorites,NNS,0,,,,,,O
1055,Food Delivery,21,35,',',PUNCT,punct,O,,1033,Food Delivery,21,35,',POS,0,,,,,,APP-ACT
1056,Food Delivery,21,35,and,and,CCONJ,cc,O,,1034,Food Delivery,21,35,and,CC,0,,,,,,O
1057,Food Delivery,21,35,',',PUNCT,punct,O,,,,,,',,0,,,,,,APP-ENT
1058,Food Delivery,21,35,Account,Account,PROPN,conj,O,,1035,Food Delivery,21,35,Account,NNP,0,,,,,,O
1059,Food Delivery,21,35,',',PUNCT,punct,O,,1036,Food Delivery,21,35,',',0,,,,,,O
1060,Food Delivery,21,36, , ,SPACE,,,,,,,, ,,0,,,,,,APP-ENT
1061,Food Delivery,21,36,Each,each,DET,nsubj,APP-ENT,,1037,Food Delivery,21,36,Each,DT,0,,,,,,O
1062,Food Delivery,21,36,will,will,VERB,aux,O,,1038,Food Delivery,21,36,will,MD,0,,,,,,APP-SHO
1063,Food Delivery,21,36,take,take,VERB,ROOT,APP-ACT,,1039,Food Delivery,21,36,take,VB,0,,,,,,O
1064,Food Delivery,21,36,the,the,DET,det,O,,1040,Food Delivery,21,36,the,DT,0,,,,,,APP-ENT
1065,Food Delivery,21,36,user,user,NOUN,dobj,APP-ENT,,1041,Food Delivery,21,36,user,NN,0,,,,,,APP-QLF
