,APP,REQ,SENT,WORD,POS,TAG1,TAG2,TAG3,TAG4,TAG5,TAG6,TAG7,,
1109,Food Delivery,22,40,of,IN,,,,,,,O,,
1110,Food Delivery,22,40,chip,NN,,,,,,,APP-ENT,,
1111,Food Delivery,22,40,that,WDT,,,,,,,O,,
1112,Food Delivery,22,40,can,MD,,,,,,,O,,
1113,Food Delivery,22,40,further,RB,,,,,,,O,,
1114,Food Delivery,22,40,filter,VB,,,,,,,APP-ACT,,
1115,Food Delivery,22,40,the,DT,,,,,,,O,,
1116,Food Delivery,22,40,item,NN,,,,,,,APP-ENT,,
1117,Food Delivery,22,40,shown,VBN,,,,,,,APP-SHO,,
1118,Food Delivery,22,40,below,IN,,,,,,,APP-POS,,
1119,Food Delivery,22,41,These,DT,,,,,,,APP-ENT,,
1120,Food Delivery,22,41,chip,NN,,,,,,,APP-ENT,,
1121,Food Delivery,22,41,should,MD,,,,,,,O,,
1122,Food Delivery,22,41,include,VB,,,,,,,APP-ACT,,
1123,Food Delivery,22,41,:,:,,,,,,,O,,
1124,Food Delivery,22,41,Popular,JJ,,,,,,,APP-ENT,,
1125,Food Delivery,22,41,",",",",,,,,,,O,,
1126,Food Delivery,22,41,Top,NNP,,,,,,,APP-ENT,,
1127,Food Delivery,22,41,Rated,NNP,,,,,,,APP-ENT,,
1128,Food Delivery,22,41,",",",",,,,,,,O,,
1129,Food Delivery,22,41,Under,IN,,,,,,,APP-ENT,,
1130,Food Delivery,22,41,30,CD,,,,,,,APP-ENT,,
1131,Food Delivery,22,41,Min,NNP,,,,,,,APP-ENT,,
1132,Food Delivery,22,41,",",",",,,,,,,O,,
1133,Food Delivery,22,41,and,CC,,,,,,,O,,
1134,Food Delivery,22,41,Gourmet,NNP,,,,,,,APP-ENT,,
1135,Food Delivery,22,42,The,DT,,,,,,,O,,
1136,Food Delivery,22,42,first,JJ,,,,,,,APP-QLF,,
1137,Food Delivery,22,42,chip,NN,,,,,,,APP-ENT,,
1138,Food Delivery,22,42,should,MD,,,,,,,O,,
1139,Food Delivery,22,42,be,VB,,,,,,,APP-ACT,,
1140,Food Delivery,22,42,selected,VBN,,,,,,,APP-ACT,,
1141,Food Delivery,22,42,by,IN,,,,,,,APP-ACT,,
1142,Food Delivery,22,42,default,NN,,,,,,,APP-ACT,,
1143,Food Delivery,22,43,Below,IN,,,,,,,APP-POS,,
1144,Food Delivery,22,43,the,DT,,,,,,,O,,
1145,Food Delivery,22,43,chip,NN,,,,,,,APP-ENT,,
1146,Food Delivery,22,43,should,MD,,,,,,,O,,
1147,Food Delivery,22,43,show,VB,,,,,,,APP-SHO,,
1148,Food Delivery,22,43,the,DT,,,,,,,O,,
1149,Food Delivery,22,43,name,NN,,,,,,,APP-ENT,,
1150,Food Delivery,22,43,of,IN,,,,,,,O,,
1151,Food Delivery,22,43,the,DT,,,,,,,O,,
1152,Food Delivery,22,43,category,NN,,,,,,,APP-ENT,,
1153,Food Delivery,22,43,followed,VBN,,,,,,,APP-ACT,,
1154,Food Delivery,22,43,by,IN,,,,,,,O,,
1155,Food Delivery,22,43,the,DT,,,,,,,O,,
1156,Food Delivery,22,43,list,NN,,,,,,,APP-ENT,,
1157,Food Delivery,22,43,of,IN,,,,,,,O,,
1158,Food Delivery,22,43,food,NN,,,,,,,APP-ENT,,
1159,Food Delivery,22,43,item,NN,,,,,,,APP-ENT,,
1160,Food Delivery,22,43,filtered,VBN,,,,,,,APP-QLF,,
1161,Food Delivery,22,43,by,IN,,,,,,,APP-QLF,,
1162,Food Delivery,22,43,the,DT,,,,,,,O,,
1163,Food Delivery,22,43,chip,NN,,,,,,,APP-ENT,,
1164,Food Delivery,22,44,Each,DT,,,,,,,APP-QLF,,
1165,Food Delivery,22,44,food,NN,,,,,,,APP-ENT,,
1166,Food Delivery,22,44,item,NN,,,,,,,APP-ENT,,
1167,Food Delivery,22,44,should,MD,,,,,,,O,,
1168,Food Delivery,22,44,include,VB,,,,,,,APP-ACT,,
1169,Food Delivery,22,44,an,DT,,,,,,,O,,
1170,Food Delivery,22,44,image,NN,,,,,,,APP-ENT,,
1171,Food Delivery,22,44,on,IN,,,,,,,APP-POS,,
1172,Food Delivery,22,44,top,JJ,,,,,,,APP-POS,,
1173,Food Delivery,22,44,followed,VBN,,,,,,,APP-ACT,,
1174,Food Delivery,22,44,by,IN,,,,,,,O,,
1175,Food Delivery,22,44,its,PRP,,,,,,,O,,
1176,Food Delivery,22,44,name,NN,,,,,,,APP-ENT,,
1177,Food Delivery,22,44,in,IN,,,,,,,APP-QLF,,
1178,Food Delivery,22,44,bold,NN,,,,,,,APP-QLF,,
1179,Food Delivery,22,44,on,IN,,,,,,,APP-POS,,
1180,Food Delivery,22,44,the,DT,,,,,,,APP-POS,,
1181,Food Delivery,22,44,left,NN,,,,,,,APP-POS,,
1182,Food Delivery,22,44,and,CC,,,,,,,O,,
1183,Food Delivery,22,44,price,NN,,,,,,,APP-ENT,,
1184,Food Delivery,22,44,on,IN,,,,,,,APP-POS,,
1185,Food Delivery,22,44,the,DT,,,,,,,APP-POS,,
1186,Food Delivery,22,44,right,NN,,,,,,,APP-POS,,
1187,Food Delivery,22,44,",",",",,,,,,,O,,
1188,Food Delivery,22,44,followed,VBN,,,,,,,APP-ACT,,
1189,Food Delivery,22,44,by,IN,,,,,,,O,,
1190,Food Delivery,22,44,description,NN,,,,,,,APP-ENT,,
1191,Food Delivery,22,44,of,IN,,,,,,,O,,
1192,Food Delivery,22,44,the,DT,,,,,,,O,,
1193,Food Delivery,22,44,food,NN,,,,,,,APP-ENT,,
1194,Food Delivery,22,44,and,CC,,,,,,,O,,
1195,Food Delivery,22,44,a,DT,,,,,,,O,,
1196,Food Delivery,22,44,button,NN,,,,,,,APP-ENT,,
1197,Food Delivery,22,44,for,IN,,,,,,,O,,
1198,Food Delivery,22,44,Add,NN,,,,,,,APP-ACT,,
1199,Food Delivery,22,44,to,TO,,,,,,,APP-ACT,,
1200,Food Delivery,22,44,Order,NNP,,,,,,,APP-ACT,,
1201,Food Delivery,22,44,',POS,,,,,,,O,,
1202,Food Delivery,23,46,When,WRB,,,,,,,APP-IFF,,
1203,Food Delivery,23,46,user,JJ,,,,,,,APP-ENT,,
1204,Food Delivery,23,46,tap,NN,,,,,,,APP-INP,,
1205,Food Delivery,23,46,on,IN,,,,,,,O,,
1206,Food Delivery,23,46,a,DT,,,,,,,O,,
1207,Food Delivery,23,46,food,NN,,,,,,,APP-ENT,,
1208,Food Delivery,23,46,item,NN,,,,,,,APP-ENT,,
1209,Food Delivery,23,46,",",",",,,,,,,O,,
1210,Food Delivery,23,46,he,PRP,,,,,,,O,,
1211,Food Delivery,23,46,should,MD,,,,,,,O,,
1212,Food Delivery,23,46,be,VB,,,,,,,O,,
1213,Food Delivery,23,46,navigated,VBN,,,,,,,APP-ACT,,
1214,Food Delivery,23,46,to,TO,,,,,,,O,,
1215,Food Delivery,23,46,a,DT,,,,,,,O,,
1216,Food Delivery,23,46,page,NN,,,,,,,APP-ENT,,
1217,Food Delivery,23,46,",",",",,,,,,,O,,
1218,Food Delivery,23,46,where,WRB,,,,,,,O,,
1219,Food Delivery,23,46,he,PRP,,,,,,,O,,
1220,Food Delivery,23,46,see,VB,,,,,,,APP-SHO,,
1221,Food Delivery,23,46,the,DT,,,,,,,O,,
1222,Food Delivery,23,46,name,NN,,,,,,,APP-ENT,,
1223,Food Delivery,23,46,of,IN,,,,,,,O,,
1224,Food Delivery,23,46,the,DT,,,,,,,O,,
1225,Food Delivery,23,46,food,NN,,,,,,,APP-ENT,,
1226,Food Delivery,23,46,on,IN,,,,,,,APP-POS,,
1227,Food Delivery,23,46,top,NN,,,,,,,APP-POS,,
1228,Food Delivery,23,46,",",",",,,,,,,O,,
1229,Food Delivery,23,46,followed,VBN,,,,,,,APP-ACT,,
1230,Food Delivery,23,46,by,IN,,,,,,,O,,
1231,Food Delivery,23,46,the,DT,,,,,,,O,,
1232,Food Delivery,23,46,food,NN,,,,,,,APP-ENT,,
1233,Food Delivery,23,46,image,NN,,,,,,,APP-ENT,,
1234,Food Delivery,23,46,",",",",,,,,,,O,,
1235,Food Delivery,23,46,followed,VBN,,,,,,,APP-ACT,,
1236,Food Delivery,23,46,by,IN,,,,,,,O,,
1237,Food Delivery,23,46,the,DT,,,,,,,O,,
1238,Food Delivery,23,46,description,NN,,,,,,,APP-ENT,,
1239,Food Delivery,23,46,on,IN,,,,,,,APP-POS,,
1240,Food Delivery,23,46,the,DT,,,,,,,APP-POS,,
1241,Food Delivery,23,46,left,NN,,,,,,,APP-POS,,
1242,Food Delivery,23,46,and,CC,,,,,,,O,,
1243,Food Delivery,23,46,price,NN,,,,,,,APP-ENT,,
1244,Food Delivery,23,46,on,IN,,,,,,,APP-POS,,
1245,Food Delivery,23,46,the,DT,,,,,,,APP-POS,,
1246,Food Delivery,23,46,right,NN,,,,,,,APP-POS,,
1247,Food Delivery,23,46,",",",",,,,,,,O,,
1248,Food Delivery,23,46,followed,VBN,,,,,,,APP-ACT,,
1249,Food Delivery,23,46,by,IN,,,,,,,O,,
1250,Food Delivery,23,46,calorie,NN,,,,,,,APP-ENT,,
1251,Food Delivery,23,46,",",",",,,,,,,O,,
1252,Food Delivery,23,46,followed,VBN,,,,,,,APP-ACT,,
1253,Food Delivery,23,46,by,IN,,,,,,,O,,
1254,Food Delivery,23,46,a,DT,,,,,,,O,,
1255,Food Delivery,23,46,text,NN,,,,,,,APP-ENT,,
1256,Food Delivery,23,46,Custom,POS,,,,,,,APP-FIX,,
1257,Food Delivery,23,46,Ingredients,NNS,,,,,,,APP-FIX,,
1258,Food Delivery,23,46,',POS,,,,,,,O,,
1259,Food Delivery,23,47,Below,IN,,,,,,,APP-POS,,
1260,Food Delivery,23,47,that,DT,,,,,,,APP-ENT,,
1261,Food Delivery,23,47,there,EX,,,,,,,APP-SHO,,
1262,Food Delivery,23,47,should,MD,,,,,,,APP-SHO,,
1263,Food Delivery,23,47,be,VB,,,,,,,APP-SHO,,
1264,Food Delivery,23,47,a,DT,,,,,,,O,,
1265,Food Delivery,23,47,list,NN,,,,,,,APP-ENT,,
1266,Food Delivery,23,47,of,IN,,,,,,,O,,
1267,Food Delivery,23,47,food,NN,,,,,,,APP-ENT,,
1268,Food Delivery,23,47,ingredient,NN,,,,,,,APP-ENT,,
1269,Food Delivery,23,47,each,DT,,,,,,,APP-QLF,,
1270,Food Delivery,23,47,with,IN,,,,,,,O,,
1271,Food Delivery,23,47,an,DT,,,,,,,O,,
1272,Food Delivery,23,47,X,NN,,,,,,,APP-FIX,,
1273,Food Delivery,23,47,to,TO,,,,,,,APP-POS,,
1274,Food Delivery,23,47,the,DT,,,,,,,APP-POS,,
1275,Food Delivery,23,47,left,NN,,,,,,,APP-POS,,
1276,Food Delivery,23,47,",",",",,,,,,,O,,
1277,Food Delivery,23,47,followed,VBN,,,,,,,APP-ACT,,
1278,Food Delivery,23,47,by,IN,,,,,,,O,,
1279,Food Delivery,23,47,name,NN,,,,,,,APP-ENT,,
1280,Food Delivery,23,47,of,IN,,,,,,,O,,
1281,Food Delivery,23,47,the,DT,,,,,,,O,,
1282,Food Delivery,23,47,ingredient,NN,,,,,,,APP-ENT,,
1283,Food Delivery,23,48,To,TO,,,,,,,APP-POS,,
1284,Food Delivery,23,48,the,DT,,,,,,,APP-POS,,
1285,Food Delivery,23,48,right,NN,,,,,,,APP-POS,,
1286,Food Delivery,23,48,there,EX,,,,,,,APP-SHO,,
1287,Food Delivery,23,48,should,MD,,,,,,,APP-SHO,,
1288,Food Delivery,23,48,be,VB,,,,,,,APP-SHO,,
1289,Food Delivery,23,48,a,DT,,,,,,,O,,
1290,Food Delivery,23,48,',POS,,,,,,,O,,
1291,Food Delivery,23,48,-,JJ,,,,,,,APP-FIX,,
1292,Food Delivery,23,48,',POS,,,,,,,O,,
1293,Food Delivery,23,48,sign,NN,,,,,,,APP-ENT,,
1294,Food Delivery,23,48,",",",",,,,,,,O,,
1295,Food Delivery,23,48,current,JJ,,,,,,,APP-QLF,,
1296,Food Delivery,23,48,portion,NN,,,,,,,APP-ENT,,
1297,Food Delivery,23,48,size,NN,,,,,,,APP-ENT,,
1298,Food Delivery,23,48,",",",",,,,,,,O,,
1299,Food Delivery,23,48,and,CC,,,,,,,O,,
1300,Food Delivery,23,48,a,DT,,,,,,,O,,
1301,Food Delivery,23,48,',POS,,,,,,,O,,
1302,Food Delivery,23,48,+,NNP,,,,,,,APP-FIX,,
1303,Food Delivery,23,48,',POS,,,,,,,O,,
1304,Food Delivery,23,48,and,CC,,,,,,,O,,
1305,Food Delivery,23,48,to,TO,,,,,,,APP-POS,,
1306,Food Delivery,23,48,its,PRP,,,,,,,APP-POS,,
1307,Food Delivery,23,48,left,VBD,,,,,,,APP-POS,,
1308,Food Delivery,23,48,an,DT,,,,,,,O,,
1309,Food Delivery,23,48,',',,,,,,,O,,
1310,Food Delivery,23,48,x,NN,,,,,,,APP-FIX,,
1311,Food Delivery,23,48,',POS,,,,,,,O,,
1312,Food Delivery,23,48,sign,NN,,,,,,,APP-ENT,,
1313,Food Delivery,23,49,',',,,,,,,O,,
1314,Food Delivery,23,49,x,NN,,,,,,,APP-ENT,,
1315,Food Delivery,23,49,',',,,,,,,O,,
1316,Food Delivery,23,49,will,MD,,,,,,,O,,
1317,Food Delivery,23,49,remove,VB,,,,,,,APP-ACT,,
1318,Food Delivery,23,49,the,DT,,,,,,,O,,
1319,Food Delivery,23,49,item,NN,,,,,,,APP-ENT,,
1320,Food Delivery,23,49,",",",",,,,,,,O,,
1321,Food Delivery,23,49,-,JJ,,,,,,,APP-ENT,,
1322,Food Delivery,23,49,',POS,,,,,,,O,,
1323,Food Delivery,23,49,will,MD,,,,,,,O,,
1324,Food Delivery,23,49,decrease,VB,,,,,,,APP-ACT,,
1325,Food Delivery,23,49,the,DT,,,,,,,O,,
1326,Food Delivery,23,49,portion,NN,,,,,,,APP-ENT,,
1327,Food Delivery,23,49,",",",",,,,,,,O,,
1328,Food Delivery,23,49,and,CC,,,,,,,O,,
1329,Food Delivery,23,49,',POS,,,,,,,O,,
1330,Food Delivery,23,49,+,NNP,,,,,,,APP-ENT,,
1331,Food Delivery,23,49,',POS,,,,,,,O,,
1332,Food Delivery,23,49,will,MD,,,,,,,O,,
1333,Food Delivery,23,49,increase,VB,,,,,,,APP-ACT,,
1334,Food Delivery,23,49,the,DT,,,,,,,O,,
1335,Food Delivery,23,49,portion,NN,,,,,,,APP-ENT,,
1336,Food Delivery,23,50,Below,IN,,,,,,,APP-POS,,
1337,Food Delivery,23,50,this,DT,,,,,,,APP-ENT,,
1338,Food Delivery,23,50,list,NN,,,,,,,APP-ENT,,
1339,Food Delivery,23,50,",",",",,,,,,,O,,
1340,Food Delivery,23,50,there,EX,,,,,,,APP-SHO,,
1341,Food Delivery,23,50,should,MD,,,,,,,APP-SHO,,
1342,Food Delivery,23,50,be,VB,,,,,,,APP-SHO,,
1343,Food Delivery,23,50,bold,JJ,,,,,,,APP-QLF,,
1344,Food Delivery,23,50,text,JJ,,,,,,,APP-QLF,,
1345,Food Delivery,23,50,',',,,,,,,O,,
1346,Food Delivery,23,50,Adds,NNS,,,,,,,APP-FIX,,
1347,Food Delivery,23,50,on,IN,,,,,,,APP-FIX,,
1348,Food Delivery,23,50,',',,,,,,,O,,
1349,Food Delivery,23,50,listing,VBG,,,,,,,APP-ACT,,
1350,Food Delivery,23,50,item,NN,,,,,,,APP-ENT,,
1351,Food Delivery,23,50,that,WDT,,,,,,,APP-QLF,,
1352,Food Delivery,23,50,can,MD,,,,,,,APP-QLF,,
1353,Food Delivery,23,50,be,VB,,,,,,,APP-QLF,,
1354,Food Delivery,23,50,added,VBN,,,,,,,APP-QLF,,
1355,Food Delivery,23,51,For,IN,,,,,,,O,,
1356,Food Delivery,23,51,each,DT,,,,,,,APP-QLF,,
1357,Food Delivery,23,51,item,NN,,,,,,,APP-ENT,,
1358,Food Delivery,23,51,in,IN,,,,,,,O,,
1359,Food Delivery,23,51,the,DT,,,,,,,O,,
1360,Food Delivery,23,51,add,NN,,,,,,,APP-ENT,,
1361,Food Delivery,23,51,on,IN,,,,,,,APP-ENT,,
1362,Food Delivery,23,51,list,NN,,,,,,,APP-ENT,,
1363,Food Delivery,23,51,there,EX,,,,,,,APP-SHO,,
1364,Food Delivery,23,51,should,MD,,,,,,,APP-SHO,,
1365,Food Delivery,23,51,be,VB,,,,,,,APP-SHO,,
1366,Food Delivery,23,51,it,PRP,,,,,,,O,,
1367,Food Delivery,23,51,name,RB,,,,,,,APP-ENT,,
1368,Food Delivery,23,51,to,TO,,,,,,,APP-POS,,
1369,Food Delivery,23,51,the,DT,,,,,,,APP-POS,,
1370,Food Delivery,23,51,left,NN,,,,,,,APP-POS,,
1371,Food Delivery,23,51,",",",",,,,,,,O,,
1372,Food Delivery,23,51,the,DT,,,,,,,O,,
1373,Food Delivery,23,51,price,NN,,,,,,,APP-ENT,,
1374,Food Delivery,23,51,delta,NN,,,,,,,APP-ENT,,
1375,Food Delivery,23,51,below,IN,,,,,,,APP-POS,,
1376,Food Delivery,23,51,it,PRP,,,,,,,APP-ENT,,
1377,Food Delivery,23,51,and,CC,,,,,,,O,,
1378,Food Delivery,23,51,a,DT,,,,,,,O,,
1379,Food Delivery,23,51,plus,NN,,,,,,,APP-ENT,,
1380,Food Delivery,23,51,to,TO,,,,,,,O,,
1381,Food Delivery,23,51,add,VB,,,,,,,APP-ACT,,
1382,Food Delivery,23,51,the,DT,,,,,,,O,,
1383,Food Delivery,23,51,item,NN,,,,,,,APP-ENT,,
1384,Food Delivery,23,51,to,TO,,,,,,,APP-POS,,
1385,Food Delivery,23,51,the,DT,,,,,,,APP-POS,,
1386,Food Delivery,23,51,right,NN,,,,,,,APP-POS,,
1387,Food Delivery,23,52,If,IN,,,,,,,APP-IFF,,
1388,Food Delivery,23,52,an,DT,,,,,,,O,,
1389,Food Delivery,23,52,item,NN,,,,,,,APP-ENT,,
1390,Food Delivery,23,52,is,VBZ,,,,,,,APP-QLF,,
1391,Food Delivery,23,52,add,JJ,,,,,,,APP-QLF,,
1392,Food Delivery,23,52,",",",",,,,,,,O,,
1393,Food Delivery,23,52,Added,VBD,,,,,,,APP-FIX,,
1394,Food Delivery,23,52,',POS,,,,,,,O,,
1395,Food Delivery,23,52,should,MD,,,,,,,O,,
1396,Food Delivery,23,52,be,VB,,,,,,,O,,
1397,Food Delivery,23,52,displayed,VBN,,,,,,,APP-SHO,,
1398,Food Delivery,23,52,to,TO,,,,,,,APP-POS,,
1399,Food Delivery,23,52,the,DT,,,,,,,APP-POS,,
1400,Food Delivery,23,52,left,NN,,,,,,,APP-POS,,
1401,Food Delivery,23,52,of,IN,,,,,,,O,,
1402,Food Delivery,23,52,the,DT,,,,,,,O,,
1403,Food Delivery,23,52,plus,JJ,,,,,,,APP-ENT,,
1404,Food Delivery,23,52,button,NN,,,,,,,APP-ENT,,
1405,Food Delivery,23,53,There,EX,,,,,,,APP-SHO,,
1406,Food Delivery,23,53,should,MD,,,,,,,APP-SHO,,
1407,Food Delivery,23,53,be,VB,,,,,,,APP-SHO,,
1408,Food Delivery,23,53,a,DT,,,,,,,O,,
1409,Food Delivery,23,53,multi-line,JJ,,,,,,,APP-QLF,,
1410,Food Delivery,23,53,text,NN,,,,,,,APP-ENT,,
1411,Food Delivery,23,53,field,NN,,,,,,,APP-ENT,,
1412,Food Delivery,23,53,to,TO,,,,,,,O,,
1413,Food Delivery,23,53,enter,VB,,,,,,,APP-INP,,
1414,Food Delivery,23,53,special,JJ,,,,,,,APP-ENT,,
1415,Food Delivery,23,53,instruction,NN,,,,,,,APP-ENT,,
1416,Food Delivery,23,53,followed,VBN,,,,,,,APP-ACT,,
1417,Food Delivery,23,53,by,IN,,,,,,,O,,
1418,Food Delivery,23,53,a,DT,,,,,,,O,,
1419,Food Delivery,23,53,button,NN,,,,,,,APP-ENT,,
1420,Food Delivery,23,53,',POS,,,,,,,O,,
1421,Food Delivery,23,53,Save,POS,,,,,,,APP-FIX,,
1422,Food Delivery,23,53,to,TO,,,,,,,APP-FIX,,
1423,Food Delivery,23,53,Favorites,NNP,,,,,,,APP-FIX,,
1424,Food Delivery,23,53,',POS,,,,,,,O,,
1425,Food Delivery,23,54,Then,RB,,,,,,,O,,
1426,Food Delivery,23,54,a,DT,,,,,,,O,,
1427,Food Delivery,23,54,section,NN,,,,,,,APP-ENT,,
1428,Food Delivery,23,54,should,MD,,,,,,,O,,
1429,Food Delivery,23,54,be,VB,,,,,,,O,,
1430,Food Delivery,23,54,shown,VBN,,,,,,,APP-SHO,,
1431,Food Delivery,23,54,that,DT,,,,,,,O,,
1432,Food Delivery,23,54,includes,VBZ,,,,,,,APP-ACT,,
1433,Food Delivery,23,54,detail,NN,,,,,,,APP-ENT,,
1434,Food Delivery,23,54,of,IN,,,,,,,O,,
1435,Food Delivery,23,54,what,WP,,,,,,,APP-ENT,,
1436,Food Delivery,23,54,customer,NN,,,,,,,APP-ENT,,
1437,Food Delivery,23,54,ha,NN,,,,,,,APP-ENT,,
1438,Food Delivery,23,54,selected,VBN,,,,,,,APP-ENT,,
1439,Food Delivery,23,54,and,CC,,,,,,,O,,
1440,Food Delivery,23,54,the,DT,,,,,,,O,,
1441,Food Delivery,23,54,price,NN,,,,,,,APP-ENT,,
1442,Food Delivery,23,54,with,IN,,,,,,,O,,
1443,Food Delivery,23,54,each,DT,,,,,,,APP-QLF,,
1444,Food Delivery,23,54,item,NN,,,,,,,APP-ENT,,
1445,Food Delivery,23,54,showing,VBG,,,,,,,APP-SHO,,
1446,Food Delivery,23,54,the,DT,,,,,,,O,,
1447,Food Delivery,23,54,name,NN,,,,,,,APP-ENT,,
1448,Food Delivery,23,54,on,IN,,,,,,,APP-POS,,
1449,Food Delivery,23,54,the,DT,,,,,,,APP-POS,,
1450,Food Delivery,23,54,left,NN,,,,,,,APP-POS,,
1451,Food Delivery,23,54,and,CC,,,,,,,O,,
1452,Food Delivery,23,54,the,DT,,,,,,,O,,
1453,Food Delivery,23,54,price,NN,,,,,,,APP-ENT,,
1454,Food Delivery,23,54,on,IN,,,,,,,APP-POS,,
1455,Food Delivery,23,54,the,DT,,,,,,,APP-POS,,
1456,Food Delivery,23,54,right,NN,,,,,,,APP-POS,,
1457,Food Delivery,23,55,Total,NN,,,,,,,APP-ENT,,
1458,Food Delivery,23,55,should,MD,,,,,,,O,,
1459,Food Delivery,23,55,be,VB,,,,,,,O,,
1460,Food Delivery,23,55,shown,VBN,,,,,,,APP-SHO,,
1461,Food Delivery,23,55,below,IN,,,,,,,APP-POS,,
1462,Food Delivery,23,55,in,IN,,,,,,,APP-QLF,,
1463,Food Delivery,23,55,bold,JJ,,,,,,,APP-QLF,,
1464,Food Delivery,23,55,orange,NN,,,,,,,APP-QLF,,
1465,Food Delivery,23,55,color,NN,,,,,,,APP-QLF,,
1466,Food Delivery,23,55,on,IN,,,,,,,APP-POS,,
1467,Food Delivery,23,56,the,DT,,,,,,,APP-POS,,
1468,Food Delivery,23,56,right,NN,,,,,,,APP-POS,,
1469,Food Delivery,23,56,with,IN,,,,,,,O,,
1470,Food Delivery,23,56,the,DT,,,,,,,O,,
1471,Food Delivery,23,56,word,NN,,,,,,,APP-ENT,,
1472,Food Delivery,23,56,',POS,,,,,,,O,,
1473,Food Delivery,23,56,Total,POS,,,,,,,APP-FIX,,
1474,Food Delivery,23,56,',POS,,,,,,,O,,
1475,Food Delivery,23,56,followed,VBN,,,,,,,APP-ACT,,
1476,Food Delivery,23,56,by,IN,,,,,,,O,,
1477,Food Delivery,23,56,the,DT,,,,,,,O,,
1478,Food Delivery,23,56,total,JJ,,,,,,,APP-ENT,,
1479,Food Delivery,23,56,price,NN,,,,,,,APP-ENT,,
1480,Food Delivery,23,57,Then,RB,,,,,,,O,,
1481,Food Delivery,23,57,an,DT,,,,,,,O,,
1482,Food Delivery,23,57,orange,NN,,,,,,,APP-QLF,,
1483,Food Delivery,23,57,button,NN,,,,,,,APP-ENT,,
1484,Food Delivery,23,57,should,MD,,,,,,,O,,
1485,Food Delivery,23,57,be,VB,,,,,,,O,,
1486,Food Delivery,23,57,displayed,VBN,,,,,,,APP-SHO,,
1487,Food Delivery,23,57,for,IN,,,,,,,O,,
1488,Food Delivery,23,57,',POS,,,,,,,O,,
1489,Food Delivery,23,57,Add,NN,,,,,,,APP-FIX,,
1490,Food Delivery,23,57,to,TO,,,,,,,APP-FIX,,
1491,Food Delivery,23,57,Order,NNP,,,,,,,APP-FIX,,
1492,Food Delivery,23,57,',POS,,,,,,,O,,
1493,Food Delivery,23,57,followed,VBN,,,,,,,APP-ACT,,
1494,Food Delivery,23,57,by,IN,,,,,,,O,,
1495,Food Delivery,23,57,a,DT,,,,,,,O,,
1496,Food Delivery,23,57,white,JJ,,,,,,,APP-QLF,,
1497,Food Delivery,23,57,button,NN,,,,,,,APP-ENT,,
1498,Food Delivery,23,57,for,IN,,,,,,,O,,
1499,Food Delivery,23,57,',POS,,,,,,,O,,
1500,Food Delivery,23,57,Check,VBG,,,,,,,APP-FIX,,
1501,Food Delivery,23,57,Out,NNP,,,,,,,APP-FIX,,
1502,Food Delivery,23,57,',POS,,,,,,,O,,
1503,Food Delivery,24,58,When,WRB,,,,,,,APP-IFF,,
1504,Food Delivery,24,58,user,JJ,,,,,,,APP-ENT,,
1505,Food Delivery,24,58,tap,NN,,,,,,,APP-INP,,
1506,Food Delivery,24,58,on,IN,,,,,,,O,,
1507,Food Delivery,24,58,',',,,,,,,O,,
1508,Food Delivery,24,58,Check,PRP,,,,,,,APP-ENT,,
1509,Food Delivery,24,58,out,RP,,,,,,,APP-ENT,,
1510,Food Delivery,24,58,',',,,,,,,O,,
1511,Food Delivery,24,58,an,DT,,,,,,,O,,
1512,Food Delivery,24,58,screen,NN,,,,,,,APP-ENT,,
1513,Food Delivery,24,58,is,VBZ,,,,,,,O,,
1514,Food Delivery,24,58,shown,VBN,,,,,,,APP-SHO,,
1515,Food Delivery,24,58,with,IN,,,,,,,O,,
1516,Food Delivery,24,58,the,DT,,,,,,,O,,
1517,Food Delivery,24,58,image,NN,,,,,,,APP-ENT,,
1518,Food Delivery,24,58,of,IN,,,,,,,O,,
1519,Food Delivery,24,58,the,DT,,,,,,,O,,
1520,Food Delivery,24,58,first,JJ,,,,,,,APP-QLF,,
1521,Food Delivery,24,58,item,NN,,,,,,,APP-ENT,,
1522,Food Delivery,24,58,in,IN,,,,,,,O,,
1523,Food Delivery,24,58,the,DT,,,,,,,O,,
1524,Food Delivery,24,58,menu,NN,,,,,,,APP-ENT,,
1525,Food Delivery,24,58,",",",",,,,,,,O,,
1526,Food Delivery,24,58,followed,VBN,,,,,,,APP-ACT,,
1527,Food Delivery,24,58,by,IN,,,,,,,O,,
1528,Food Delivery,24,58,type,NN,,,,,,,APP-ENT,,
1529,Food Delivery,24,58,of,IN,,,,,,,O,,
1530,Food Delivery,24,58,order,NN,,,,,,,APP-ENT,,
1531,Food Delivery,24,58,which,WDT,,,,,,,O,,
1532,Food Delivery,24,58,could,MD,,,,,,,O,,
1533,Food Delivery,24,58,either,RB,,,,,,,O,,
1534,Food Delivery,24,58,be,VB,,,,,,,APP-QLF,,
1535,Food Delivery,24,58,',POS,,,,,,,O,,
1536,Food Delivery,24,58,Order,JJR,,,,,,,APP-FIX,,
1537,Food Delivery,24,58,for,IN,,,,,,,APP-FIX,,
1538,Food Delivery,24,58,Delivery,NNP,,,,,,,APP-FIX,,
1539,Food Delivery,24,58,',POS,,,,,,,O,,
1540,Food Delivery,24,58,or,CC,,,,,,,O,,
1541,Food Delivery,24,58,',POS,,,,,,,O,,
